"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (INR)",Impressions,Reach,Ends,"Attribution setting","CPM (cost per 1,000 impressions) (INR)","Cost per ThruPlay (INR)",ThruPlays,"Instagram follows","Video plays at 75%","Video plays","Video plays at 50%","Video plays at 100%","Unique CTR (all)"
2026-06-03,2026-06-03,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,7.26,97,96,2026-06-03,"7-day click or 1-day view",74.845361,7.26,1,0,1,93,1,1,2.083333
2026-06-03,2026-06-03,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0.03,6,6,2026-06-03,"7-day click or 1-day view",5,,,0,,6,,,0
2026-06-03,2026-06-03,"Lehenga Set Whatsapp campaign",inactive,20,actions:onsite_conversion.messaging_conversation_started_7d,26.574,500,Daily,531.48,6757,5738,Ongoing,"7-day click or 1-day view",78.656208,4.152188,128,1,102,6225,209,57,1.446497
2026-06-03,2026-06-03,"Red Anarkali Engagement campaign",inactive,14128,video_thruplay_watched_actions,0.02237472,300,Daily,316.11,77163,76469,Ongoing,"7-day click or 1-day view",4.096653,0.022375,14128,0,7590,74598,15375,4825,0.668245
2026-06-03,2026-06-03,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-03,2026-06-03,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-03,2026-06-03,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-03,2026-06-03,"Lehenga post from Insta",inactive,10506,video_thruplay_watched_actions,0.02717114,"Using ad set budget",0,285.46,68323,62738,Ongoing,"7-day click or 1-day view",4.178095,0.027171,10506,0,9815,67489,13565,6634,0.173738
2026-06-03,2026-06-03,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-03,2026-06-03,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-03,2026-06-03,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-03,2026-06-03,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-06-03,2026-06-03,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-02,2026-06-02,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Hot Campaign for Website Visitors",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-02,2026-06-02,JanviAika_Shopping_Ad_Campaign,active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Lehenga Set Whatsapp campaign",inactive,32,actions:onsite_conversion.messaging_conversation_started_7d,15.6575,500,Daily,501.04,5828,4751,Ongoing,"7-day click or 1-day view",85.971174,4.246102,118,1,110,5426,216,67,2.33635
2026-06-02,2026-06-02,"Red Anarkali Engagement campaign",inactive,13239,video_thruplay_watched_actions,0.02401088,300,Daily,317.88,75572,72131,Ongoing,"7-day click or 1-day view",4.20632,0.024011,13239,0,5672,74154,14689,2779,0.349364
2026-06-02,2026-06-02,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Lehenga post from Insta",inactive,10480,video_thruplay_watched_actions,0.02810305,"Using ad set budget",0,294.52,74224,68305,Ongoing,"7-day click or 1-day view",3.967989,0.028103,10480,0,9639,73282,14089,6065,0.168362
2026-06-02,2026-06-02,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-02,2026-06-02,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-06-02,2026-06-02,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-01,2026-06-01,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Hot Campaign for Website Visitors",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-01,2026-06-01,JanviAika_Shopping_Ad_Campaign,active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Lehenga Set Whatsapp campaign",inactive,44,actions:onsite_conversion.messaging_conversation_started_7d,16.29704545,500,Daily,717.07,9679,8233,Ongoing,"7-day click or 1-day view",74.085133,4.293832,167,0,145,9031,327,91,1.639743
2026-06-01,2026-06-01,"Red Anarkali Engagement campaign",inactive,14291,video_thruplay_watched_actions,0.02506683,300,Daily,358.23,82809,78222,Ongoing,"7-day click or 1-day view",4.325979,0.025067,14291,0,6453,81490,15834,3213,0.337501
2026-06-01,2026-06-01,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Lehenga post from Insta",inactive,10379,video_thruplay_watched_actions,0.02898545,"Using ad set budget",0,300.84,72208,62868,Ongoing,"7-day click or 1-day view",4.166297,0.028985,10379,0,9566,71425,13852,6148,0.202011
2026-06-01,2026-06-01,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-01,2026-06-01,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-06-01,2026-06-01,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-31,2026-05-31,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Hot Campaign for Website Visitors",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-31,2026-05-31,JanviAika_Shopping_Ad_Campaign,active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Lehenga Set Whatsapp campaign",inactive,21,actions:onsite_conversion.messaging_conversation_started_7d,15.95,500,Daily,334.95,5248,4573,Ongoing,"7-day click or 1-day view",63.824314,3.894767,86,0,83,4849,148,45,1.486989
2026-05-31,2026-05-31,"Red Anarkali Engagement campaign",inactive,5441,video_thruplay_watched_actions,0.03005514,300,Daily,163.53,33891,33406,Ongoing,"7-day click or 1-day view",4.825175,0.030055,5441,0,2443,33292,6054,1190,0.314315
2026-05-31,2026-05-31,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Lehenga post from Insta",inactive,7489,video_thruplay_watched_actions,0.04045934,"Using ad set budget",0,303,50007,45624,Ongoing,"7-day click or 1-day view",6.059152,0.040459,7489,0,7072,48501,9474,5118,0.212607
2026-05-31,2026-05-31,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-31,2026-05-31,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-05-31,2026-05-31,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-30,2026-05-30,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Hot Campaign for Website Visitors",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-30,2026-05-30,JanviAika_Shopping_Ad_Campaign,active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Lehenga Set Whatsapp campaign",inactive,31,actions:onsite_conversion.messaging_conversation_started_7d,22.50709677,500,Daily,697.72,11042,8589,Ongoing,"7-day click or 1-day view",63.187828,3.919775,178,0,161,10166,350,84,1.315636
2026-05-30,2026-05-30,"Red Anarkali Engagement campaign",inactive,10415,video_thruplay_watched_actions,0.03030341,300,Daily,315.61,63101,62326,Ongoing,"7-day click or 1-day view",5.001664,0.030303,10415,0,4748,62205,11582,2319,0.308058
2026-05-30,2026-05-30,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Lehenga post from Insta",inactive,10062,video_thruplay_watched_actions,0.03771815,"Using ad set budget",0,379.52,71849,63667,Ongoing,"7-day click or 1-day view",5.282189,0.037718,10062,0,9349,71014,13442,6092,0.191622
2026-05-30,2026-05-30,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-30,2026-05-30,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-05-30,2026-05-30,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-29,2026-05-29,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Hot Campaign for Website Visitors",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-29,2026-05-29,JanviAika_Shopping_Ad_Campaign,active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Lehenga Set Whatsapp campaign",inactive,16,actions:onsite_conversion.messaging_conversation_started_7d,27.86375,500,Daily,445.82,5939,4815,Ongoing,"7-day click or 1-day view",75.06651,3.778136,118,2,102,5544,207,58,1.661475
2026-05-29,2026-05-29,"Red Anarkali Engagement campaign",inactive,9891,video_thruplay_watched_actions,0.03041047,300,Daily,300.79,56434,56218,Ongoing,"7-day click or 1-day view",5.329943,0.03041,9891,0,4384,55782,11076,2138,0.247252
2026-05-29,2026-05-29,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Lehenga post from Insta",inactive,9546,video_thruplay_watched_actions,0.0354955,"Using ad set budget",0,338.84,72336,64040,Ongoing,"7-day click or 1-day view",4.684251,0.035496,9546,0,8833,71477,12869,5543,0.198314
2026-05-29,2026-05-29,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-29,2026-05-29,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-05-29,2026-05-29,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-28,2026-05-28,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-28,2026-05-28,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Hot Campaign for Website Visitors",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-28,2026-05-28,JanviAika_Shopping_Ad_Campaign,active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-28,2026-05-28,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Lehenga Set Whatsapp campaign",inactive,19,actions:onsite_conversion.messaging_conversation_started_7d,16.83473684,500,Daily,319.86,3624,2907,Ongoing,"7-day click or 1-day view",88.261589,4.322432,74,0,64,3362,123,34,2.063983
2026-05-28,2026-05-28,"Red Anarkali Engagement campaign",inactive,9565,video_thruplay_watched_actions,0.02659592,300,Daily,254.39,55219,54522,Ongoing,"7-day click or 1-day view",4.606929,0.026596,9565,0,4384,54623,10663,2142,0.236602
2026-05-28,2026-05-28,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,4663,video_thruplay_watched_actions,0.04702123,300,Daily,219.26,34763,32946,2026-05-28,"7-day click or 1-day view",6.307281,0.047021,4663,0,3133,34239,5907,1941,0.270139
2026-05-28,2026-05-28,"Black Half Saree Dress Campaign",inactive,2,actions:onsite_conversion.messaging_conversation_started_7d,0,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Lehenga post from Insta",inactive,7218,video_thruplay_watched_actions,0.03809504,"Using ad set budget",0,274.97,53612,48146,Ongoing,"7-day click or 1-day view",5.128889,0.038095,7218,0,6616,52911,9721,4207,0.238857
2026-05-28,2026-05-28,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-28,2026-05-28,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-05-28,2026-05-28,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-27,2026-05-27,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-27,2026-05-27,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-27,2026-05-27,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-27,2026-05-27,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-27,2026-05-27,"Hot Campaign for Website Visitors",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-27,2026-05-27,JanviAika_Shopping_Ad_Campaign,active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-05-27,2026-05-27,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-27,2026-05-27,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-27,2026-05-27,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-05-27,2026-05-27,"Lehenga Set Whatsapp campaign",inactive,24,actions:onsite_conversion.messaging_conversation_started_7d,18.53625,500,Daily,444.87,6164,4988,Ongoing,"7-day click or 1-day view",72.172291,3.802308,117,0,113,5766,202,63,1.403368
2026-05-27,2026-05-27,"Red Anarkali Engagement campaign",inactive,10654,video_thruplay_watched_actions,0.02949315,300,Daily,314.22,61512,59550,Ongoing,"7-day click or 1-day view",5.108272,0.029493,10654,0,4884,60714,11897,2402,0.236776
2026-05-27,2026-05-27,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
